,Station Name,Air Temperature
29128,Oak Street Weather Station,22.0
29129,Foster Weather Station,21.39
29130,63rd Street Weather Station,21.7
29131,Oak Street Weather Station,21.8
29132,Foster Weather Station,21.0
29133,63rd Street Weather Station,22.2
29134,Oak Street Weather Station,22.1
29135,Foster Weather Station,21.28
29136,63rd Street Weather Station,22.4
29137,Oak Street Weather Station,22.0
29138,Foster Weather Station,21.5
29139,63rd Street Weather Station,22.4
29140,Oak Street Weather Station,22.3
29141,Foster Weather Station,21.56
29142,63rd Street Weather Station,22.5
29143,Oak Street Weather Station,22.1
29144,Foster Weather Station,21.39
29145,63rd Street Weather Station,22.4
29146,Oak Street Weather Station,22.2
29147,Foster Weather Station,21.39
29148,63rd Street Weather Station,22.4
29149,Oak Street Weather Station,22.3
29150,Foster Weather Station,21.5
29151,63rd Street Weather Station,22.6
29152,Oak Street Weather Station,22.6
29153,Foster Weather Station,21.5
29154,63rd Street Weather Station,22.7
29155,Oak Street Weather Station,22.3
29156,Foster Weather Station,21.39
29157,63rd Street Weather Station,22.4
29158,Oak Street Weather Station,22.3
29159,Foster Weather Station,21.17
29160,63rd Street Weather Station,22.3
29161,Oak Street Weather Station,22.2
29162,Foster Weather Station,21.17
29163,63rd Street Weather Station,21.7
29164,Oak Street Weather Station,21.8
29165,Foster Weather Station,20.56
29166,63rd Street Weather Station,22.1
29167,Oak Street Weather Station,21.9
29168,Foster Weather Station,20.89
29169,63rd Street Weather Station,21.8
29170,Oak Street Weather Station,21.9
29171,Foster Weather Station,21.0
29172,63rd Street Weather Station,21.6
29173,Oak Street Weather Station,21.8
29174,Foster Weather Station,19.56
29175,63rd Street Weather Station,18.4
29176,Oak Street Weather Station,20.2
29177,Foster Weather Station,19.28
29178,63rd Street Weather Station,19.1
29179,Oak Street Weather Station,20.8
29180,Foster Weather Station,19.56
29181,63rd Street Weather Station,20.5
29182,Oak Street Weather Station,21.5
29183,Foster Weather Station,20.5
29184,63rd Street Weather Station,21.3
29185,Oak Street Weather Station,21.5
29186,Foster Weather Station,20.17
29187,63rd Street Weather Station,21.4
29188,Oak Street Weather Station,21.1
29189,Foster Weather Station,20.39
29190,63rd Street Weather Station,21.3
29191,Oak Street Weather Station,21.0
29192,Foster Weather Station,20.28
29193,63rd Street Weather Station,21.1
29194,Oak Street Weather Station,20.9
29195,Foster Weather Station,20.17
29196,63rd Street Weather Station,21.3
29197,Oak Street Weather Station,21.2
29198,Foster Weather Station,20.39
29199,63rd Street Weather Station,21.4
29200,Oak Street Weather Station,21.2
29201,Foster Weather Station,20.28
29202,63rd Street Weather Station,21.7
29203,Oak Street Weather Station,21.3
29204,Foster Weather Station,20.5
29205,63rd Street Weather Station,21.7
29206,Foster Weather Station,20.5
29207,63rd Street Weather Station,21.8
29208,Foster Weather Station,20.56
29209,Oak Street Weather Station,21.4
29210,63rd Street Weather Station,21.8
29211,Foster Weather Station,20.67
29212,63rd Street Weather Station,21.3
29213,Foster Weather Station,20.89
29214,Oak Street Weather Station,21.7
29215,63rd Street Weather Station,20.6
29216,Oak Street Weather Station,21.0
29217,63rd Street Weather Station,19.8
29218,Foster Weather Station,20.17
29219,63rd Street Weather Station,20.3
29220,Oak Street Weather Station,20.5
29221,Foster Weather Station,19.78
29222,63rd Street Weather Station,19.5
29223,Oak Street Weather Station,20.0
29224,Foster Weather Station,19.28
29225,63rd Street Weather Station,19.5
29226,Oak Street Weather Station,20.1
29227,Foster Weather Station,19.28
29228,63rd Street Weather Station,19.4
29229,Oak Street Weather Station,20.0
29230,Foster Weather Station,19.56
29231,63rd Street Weather Station,19.8
29232,Oak Street Weather Station,20.2
29233,Foster Weather Station,19.67
29234,63rd Street Weather Station,25.6
29235,Oak Street Weather Station,23.8
29236,Foster Weather Station,23.17
29237,63rd Street Weather Station,25.3
29238,Oak Street Weather Station,24.1
29239,Foster Weather Station,22.17
29240,63rd Street Weather Station,22.7
29241,Oak Street Weather Station,23.0
29242,Foster Weather Station,22.56
29243,63rd Street Weather Station,22.8
29244,Oak Street Weather Station,24.1
29245,Foster Weather Station,23.28
29246,Oak Street Weather Station,20.8
29247,Foster Weather Station,20.39
29248,63rd Street Weather Station,20.6
29249,Oak Street Weather Station,20.5
29250,Foster Weather Station,20.17
29251,63rd Street Weather Station,20.7
29252,Oak Street Weather Station,20.5
29253,Foster Weather Station,20.39
29254,63rd Street Weather Station,21.0
29255,Oak Street Weather Station,20.9
29256,Foster Weather Station,20.06
29257,63rd Street Weather Station,20.9
29258,Oak Street Weather Station,21.0
29259,Foster Weather Station,20.28
29260,63rd Street Weather Station,21.0
29261,Oak Street Weather Station,21.5
29262,Foster Weather Station,20.67
29263,63rd Street Weather Station,21.3
29264,Oak Street Weather Station,21.4
29265,Foster Weather Station,20.89
29266,63rd Street Weather Station,21.4
29267,Oak Street Weather Station,21.4
29268,Foster Weather Station,20.78
29269,63rd Street Weather Station,21.4
29270,Oak Street Weather Station,21.4
29271,Foster Weather Station,20.78
29272,63rd Street Weather Station,21.6
29273,Oak Street Weather Station,21.4
29274,Foster Weather Station,20.89
29275,63rd Street Weather Station,21.6
29276,Oak Street Weather Station,21.5
29277,Foster Weather Station,20.56
29278,63rd Street Weather Station,21.8
29279,Oak Street Weather Station,21.7
29280,Foster Weather Station,20.67
29281,63rd Street Weather Station,21.8
29282,Oak Street Weather Station,21.7
29283,Foster Weather Station,20.89
29284,63rd Street Weather Station,21.8
29285,Oak Street Weather Station,21.8
29286,Foster Weather Station,21.0
29287,63rd Street Weather Station,21.8
29288,Oak Street Weather Station,21.7
29289,Foster Weather Station,21.06
29290,63rd Street Weather Station,21.8
29291,Oak Street Weather Station,21.5
29292,Foster Weather Station,20.89
29293,63rd Street Weather Station,25.9
29294,Oak Street Weather Station,24.6
29295,Foster Weather Station,22.39
29296,63rd Street Weather Station,31.3
29297,Oak Street Weather Station,30.8
29298,Foster Weather Station,30.78
29299,63rd Street Weather Station,30.8
29300,Oak Street Weather Station,31.2
29301,Foster Weather Station,30.67
29302,63rd Street Weather Station,21.8
29303,Oak Street Weather Station,21.7
29304,Foster Weather Station,21.0
29305,63rd Street Weather Station,21.3
29306,Oak Street Weather Station,21.6
29307,Foster Weather Station,20.78
29308,63rd Street Weather Station,20.7
29309,Oak Street Weather Station,21.0
29310,Foster Weather Station,20.5
29311,63rd Street Weather Station,19.5
29312,Oak Street Weather Station,20.4
29313,Foster Weather Station,19.39
29314,63rd Street Weather Station,20.8
29315,Oak Street Weather Station,20.8
29316,Foster Weather Station,20.39
29317,63rd Street Weather Station,21.3
29318,Oak Street Weather Station,21.5
29319,Foster Weather Station,20.78
29320,63rd Street Weather Station,21.6
29321,Oak Street Weather Station,21.8
29322,Foster Weather Station,20.67
29323,63rd Street Weather Station,21.7
29324,Oak Street Weather Station,21.5
29325,Foster Weather Station,20.78
29326,63rd Street Weather Station,26.8
29327,Oak Street Weather Station,27.8
29328,Foster Weather Station,26.78
29329,63rd Street Weather Station,20.1
29330,Oak Street Weather Station,20.6
29331,Foster Weather Station,20.06
29332,63rd Street Weather Station,18.4
29333,Oak Street Weather Station,20.1
29334,Foster Weather Station,18.89
29335,63rd Street Weather Station,17.5
29336,Oak Street Weather Station,19.7
29337,Foster Weather Station,18.78
29338,63rd Street Weather Station,21.8
29339,Oak Street Weather Station,21.4
29340,Foster Weather Station,20.89
29341,63rd Street Weather Station,24.9
29342,Oak Street Weather Station,25.8
29343,Foster Weather Station,25.06
29344,63rd Street Weather Station,32.4
29345,Oak Street Weather Station,27.0
29346,Foster Weather Station,26.67
29347,63rd Street Weather Station,17.5
29348,Oak Street Weather Station,20.1
29349,Foster Weather Station,18.78
29350,63rd Street Weather Station,19.7
29351,Oak Street Weather Station,20.7
29352,Foster Weather Station,19.89
29353,63rd Street Weather Station,20.7
29354,Oak Street Weather Station,20.3
29355,Foster Weather Station,20.17
29356,63rd Street Weather Station,20.9
29357,Oak Street Weather Station,20.3
29358,Foster Weather Station,20.28
29359,63rd Street Weather Station,20.6
29360,Oak Street Weather Station,20.5
29361,Foster Weather Station,20.78
29362,63rd Street Weather Station,20.5
29363,Oak Street Weather Station,20.7
29364,Foster Weather Station,20.28
29365,63rd Street Weather Station,21.7
29366,Oak Street Weather Station,21.7
29367,Foster Weather Station,20.89
29368,63rd Street Weather Station,21.8
29369,Oak Street Weather Station,21.8
29370,Foster Weather Station,21.0
29371,63rd Street Weather Station,21.7
29372,Oak Street Weather Station,21.5
29373,Foster Weather Station,20.67
29374,63rd Street Weather Station,21.9
29375,Oak Street Weather Station,21.8
29376,Foster Weather Station,20.67
29377,63rd Street Weather Station,21.5
29378,Oak Street Weather Station,21.8
29379,Foster Weather Station,20.67
29380,63rd Street Weather Station,21.3
29381,Oak Street Weather Station,21.8
29382,Foster Weather Station,20.78
29383,63rd Street Weather Station,21.3
29384,Oak Street Weather Station,21.6
29385,Foster Weather Station,20.56
29386,63rd Street Weather Station,23.6
29387,Oak Street Weather Station,23.8
29388,Foster Weather Station,21.67
29389,63rd Street Weather Station,21.1
29390,Oak Street Weather Station,23.9
29391,Foster Weather Station,22.17
29392,63rd Street Weather Station,26.8
29393,Oak Street Weather Station,27.1
29394,Foster Weather Station,26.56
29395,63rd Street Weather Station,26.0
29396,Oak Street Weather Station,26.9
29397,Foster Weather Station,23.78
29398,63rd Street Weather Station,20.6
29399,Oak Street Weather Station,21.4
29400,Foster Weather Station,20.56
29401,63rd Street Weather Station,21.1
29402,Oak Street Weather Station,21.8
29403,63rd Street Weather Station,20.5
29404,Oak Street Weather Station,21.5
29405,Foster Weather Station,20.67
29406,63rd Street Weather Station,19.5
29407,Oak Street Weather Station,20.8
29408,Foster Weather Station,20.17
29409,63rd Street Weather Station,19.0
29410,Oak Street Weather Station,20.3
29411,Foster Weather Station,19.56
29412,63rd Street Weather Station,18.1
29413,Oak Street Weather Station,20.3
29414,Foster Weather Station,18.78
29415,63rd Street Weather Station,23.4
29416,Oak Street Weather Station,22.2
29417,Foster Weather Station,20.78
29418,63rd Street Weather Station,20.5
29419,Oak Street Weather Station,23.3
29420,Foster Weather Station,21.5
29421,63rd Street Weather Station,20.8
29422,Oak Street Weather Station,23.1
29423,Foster Weather Station,21.28
29424,63rd Street Weather Station,23.7
29425,Oak Street Weather Station,25.5
29426,Foster Weather Station,24.0
29427,63rd Street Weather Station,25.5
29428,Oak Street Weather Station,26.6
29429,Foster Weather Station,25.67
29430,63rd Street Weather Station,30.4
29431,63rd Street Weather Station,18.3
29432,Oak Street Weather Station,20.7
29433,Foster Weather Station,19.06
29434,63rd Street Weather Station,19.5
29435,Oak Street Weather Station,22.3
29436,Foster Weather Station,20.0
29437,63rd Street Weather Station,21.5
29438,Oak Street Weather Station,21.6
29439,Foster Weather Station,20.06
29440,63rd Street Weather Station,23.2
29441,Oak Street Weather Station,23.1
29442,Foster Weather Station,21.5
29443,63rd Street Weather Station,31.0
29444,Oak Street Weather Station,31.2
29445,Foster Weather Station,31.17
29446,63rd Street Weather Station,21.1
29447,Oak Street Weather Station,22.4
29448,Foster Weather Station,21.06
29449,63rd Street Weather Station,21.8
29450,Oak Street Weather Station,23.1
29451,Foster Weather Station,21.89
29452,63rd Street Weather Station,19.3
29453,Oak Street Weather Station,21.3
29454,Foster Weather Station,19.78
29455,63rd Street Weather Station,24.9
29456,Oak Street Weather Station,24.1
29457,Foster Weather Station,22.5
29458,63rd Street Weather Station,25.2
29459,Oak Street Weather Station,24.1
29460,Foster Weather Station,22.56
29461,63rd Street Weather Station,27.5
29462,Oak Street Weather Station,28.2
29463,Foster Weather Station,27.56
29464,63rd Street Weather Station,23.1
29465,Oak Street Weather Station,24.6
29466,Foster Weather Station,23.39
29467,63rd Street Weather Station,19.3
29468,Oak Street Weather Station,19.4
29469,Foster Weather Station,18.0
29470,63rd Street Weather Station,16.9
29471,Oak Street Weather Station,18.1
29472,Foster Weather Station,16.17
29473,63rd Street Weather Station,25.3
29474,Oak Street Weather Station,23.6
29475,Foster Weather Station,22.78
29476,63rd Street Weather Station,22.2
29477,Oak Street Weather Station,23.5
29478,Foster Weather Station,21.78
29479,63rd Street Weather Station,25.5
29480,Oak Street Weather Station,27.4
29481,Foster Weather Station,26.17
29482,63rd Street Weather Station,25.5
29483,Oak Street Weather Station,24.0
29484,Foster Weather Station,23.17
29485,63rd Street Weather Station,24.7
29486,Oak Street Weather Station,23.8
29487,Foster Weather Station,23.06
29488,63rd Street Weather Station,23.8
29489,Oak Street Weather Station,24.2
29490,Foster Weather Station,21.28
29491,63rd Street Weather Station,23.9
29492,Oak Street Weather Station,23.8
29493,Foster Weather Station,21.5
29494,63rd Street Weather Station,30.8
29495,Oak Street Weather Station,30.7
29496,Foster Weather Station,30.56
29497,63rd Street Weather Station,30.4
29498,Oak Street Weather Station,30.1
29499,Foster Weather Station,30.17
29500,63rd Street Weather Station,29.6
29501,Oak Street Weather Station,30.0
29502,Foster Weather Station,29.56
29503,63rd Street Weather Station,32.2
29504,Oak Street Weather Station,32.8
29505,Foster Weather Station,31.89
29506,63rd Street Weather Station,26.2
29507,Oak Street Weather Station,27.5
29508,Foster Weather Station,26.5
29509,63rd Street Weather Station,24.9
29510,63rd Street Weather Station,21.4
29511,Oak Street Weather Station,23.7
29512,Foster Weather Station,23.0
29513,63rd Street Weather Station,21.1
29514,Oak Street Weather Station,23.7
29515,Foster Weather Station,23.17
29516,63rd Street Weather Station,21.0
29517,Oak Street Weather Station,24.2
29518,Foster Weather Station,22.39
29519,63rd Street Weather Station,21.2
29520,Oak Street Weather Station,23.7
29521,Foster Weather Station,22.17
29522,63rd Street Weather Station,21.8
29523,Oak Street Weather Station,24.2
29524,Foster Weather Station,21.78
29525,63rd Street Weather Station,27.7
29526,Oak Street Weather Station,28.0
29527,Foster Weather Station,27.28
29528,63rd Street Weather Station,26.0
29529,Oak Street Weather Station,26.9
29530,Foster Weather Station,25.89
29531,63rd Street Weather Station,27.4
29532,Oak Street Weather Station,28.4
29533,Foster Weather Station,27.89
29534,63rd Street Weather Station,28.8
29535,Oak Street Weather Station,29.9
29536,Foster Weather Station,29.56
29537,63rd Street Weather Station,23.5
29538,Oak Street Weather Station,25.1
29539,Foster Weather Station,23.89
29540,63rd Street Weather Station,23.9
29541,63rd Street Weather Station,26.3
29542,Oak Street Weather Station,26.7
29543,Foster Weather Station,25.56
29544,63rd Street Weather Station,28.4
29545,Oak Street Weather Station,29.3
29546,Foster Weather Station,28.56
29547,63rd Street Weather Station,27.4
29548,Oak Street Weather Station,28.1
29549,Foster Weather Station,27.28
29550,63rd Street Weather Station,23.9
29551,Oak Street Weather Station,24.6
29552,Foster Weather Station,24.17
29553,63rd Street Weather Station,24.4
29554,Oak Street Weather Station,25.7
29555,Foster Weather Station,25.0
29556,63rd Street Weather Station,22.9
29557,Foster Weather Station,21.06
29558,63rd Street Weather Station,24.6
29559,Oak Street Weather Station,23.8
29560,Foster Weather Station,22.56
29561,63rd Street Weather Station,20.5
29562,Oak Street Weather Station,20.2
29563,Foster Weather Station,18.78
29564,63rd Street Weather Station,24.2
29565,Oak Street Weather Station,23.4
29566,Foster Weather Station,22.17
29567,63rd Street Weather Station,24.2
29568,Oak Street Weather Station,23.2
29569,63rd Street Weather Station,29.4
29570,Oak Street Weather Station,29.7
29571,Foster Weather Station,29.39
29572,63rd Street Weather Station,30.3
29573,Oak Street Weather Station,30.4
29574,Foster Weather Station,29.89
29575,63rd Street Weather Station,31.4
29576,Oak Street Weather Station,31.5
29577,Foster Weather Station,31.06
29578,63rd Street Weather Station,28.3
29579,Oak Street Weather Station,29.5
29580,Foster Weather Station,29.06
29581,63rd Street Weather Station,27.7
29582,Oak Street Weather Station,28.3
29583,Foster Weather Station,28.5
29584,63rd Street Weather Station,27.6
29585,Oak Street Weather Station,28.6
29586,Foster Weather Station,27.89
29587,63rd Street Weather Station,26.9
29588,Oak Street Weather Station,27.6
29589,Foster Weather Station,27.0
29590,63rd Street Weather Station,26.3
29591,Oak Street Weather Station,27.3
29592,Foster Weather Station,26.28
29593,63rd Street Weather Station,25.6
29594,Oak Street Weather Station,26.2
29595,Foster Weather Station,25.39
29596,63rd Street Weather Station,24.8
29597,63rd Street Weather Station,26.0
29598,Oak Street Weather Station,26.9
29599,Foster Weather Station,25.78
29600,63rd Street Weather Station,16.9
29601,Oak Street Weather Station,20.4
29602,Foster Weather Station,18.17
29603,63rd Street Weather Station,16.6
29604,Oak Street Weather Station,20.0
29605,Foster Weather Station,17.67
29606,Oak Street Weather Station,25.9
29607,Foster Weather Station,24.78
29608,63rd Street Weather Station,24.7
29609,Oak Street Weather Station,26.0
29610,Foster Weather Station,25.0
29611,63rd Street Weather Station,26.8
29612,Oak Street Weather Station,27.9
29613,Foster Weather Station,26.56
29614,63rd Street Weather Station,28.2
29615,Oak Street Weather Station,29.1
29616,Foster Weather Station,28.39
29617,63rd Street Weather Station,29.7
29618,Oak Street Weather Station,30.2
29619,Foster Weather Station,30.0
29620,63rd Street Weather Station,30.7
29621,Oak Street Weather Station,31.2
29622,Foster Weather Station,30.78
29623,63rd Street Weather Station,31.5
29624,Oak Street Weather Station,31.7
29625,Foster Weather Station,31.5
29626,63rd Street Weather Station,32.1
29627,Oak Street Weather Station,33.1
29628,Foster Weather Station,32.39
29629,63rd Street Weather Station,32.8
29630,Oak Street Weather Station,33.3
29631,Foster Weather Station,32.67
29632,63rd Street Weather Station,32.5
29633,Oak Street Weather Station,33.5
29634,Foster Weather Station,32.17
29635,63rd Street Weather Station,28.1
29636,Oak Street Weather Station,25.1
29637,Foster Weather Station,24.89
29638,63rd Street Weather Station,33.0
29639,Oak Street Weather Station,33.2
29640,Foster Weather Station,32.78
29641,63rd Street Weather Station,32.3
29642,Oak Street Weather Station,32.7
29643,Foster Weather Station,32.39
29644,63rd Street Weather Station,31.8
29645,Oak Street Weather Station,32.0
29646,Foster Weather Station,31.78
29647,63rd Street Weather Station,29.6
29648,Oak Street Weather Station,30.8
29649,Foster Weather Station,30.17
29650,Oak Street Weather Station,31.1
29651,Foster Weather Station,30.78
29652,63rd Street Weather Station,29.0
29653,Oak Street Weather Station,29.8
29654,Foster Weather Station,29.39
29655,63rd Street Weather Station,28.1
29656,Foster Weather Station,28.56
29657,63rd Street Weather Station,27.6
29658,Foster Weather Station,28.0
29659,Oak Street Weather Station,29.3
29660,63rd Street Weather Station,27.3
29661,Oak Street Weather Station,28.2
29662,Foster Weather Station,27.5
29663,63rd Street Weather Station,26.5
29664,Oak Street Weather Station,27.0
29665,Foster Weather Station,26.17
29666,63rd Street Weather Station,23.9
29667,Oak Street Weather Station,24.7
29668,Foster Weather Station,23.78
29669,63rd Street Weather Station,26.9
29670,Oak Street Weather Station,28.0
29671,Foster Weather Station,27.17
29672,63rd Street Weather Station,23.6
29673,Foster Weather Station,22.39
29674,63rd Street Weather Station,21.8
29675,Oak Street Weather Station,22.2
29676,Foster Weather Station,21.56
29677,63rd Street Weather Station,21.0
29678,63rd Street Weather Station,26.5
29679,Oak Street Weather Station,27.3
29680,Foster Weather Station,26.5
29681,63rd Street Weather Station,26.7
29682,Oak Street Weather Station,27.7
29683,Foster Weather Station,26.78
29684,63rd Street Weather Station,16.3
29685,Oak Street Weather Station,20.2
29686,Foster Weather Station,17.39
29687,63rd Street Weather Station,19.9
29688,Oak Street Weather Station,21.7
29689,Foster Weather Station,20.67
29690,63rd Street Weather Station,25.9
29691,Oak Street Weather Station,27.2
29692,Foster Weather Station,26.17
29693,63rd Street Weather Station,31.3
29694,Oak Street Weather Station,31.7
29695,Foster Weather Station,31.0
29696,63rd Street Weather Station,22.8
29697,Oak Street Weather Station,23.2
29698,Foster Weather Station,22.17
29699,63rd Street Weather Station,25.8
29700,Foster Weather Station,25.67
29701,Oak Street Weather Station,26.3
29702,63rd Street Weather Station,23.8
29703,Oak Street Weather Station,24.9
29704,Foster Weather Station,24.17
29705,63rd Street Weather Station,21.0
29706,Oak Street Weather Station,23.0
29707,Foster Weather Station,21.56
29708,63rd Street Weather Station,26.1
29709,Oak Street Weather Station,27.2
29710,Foster Weather Station,26.0
29711,63rd Street Weather Station,29.6
29712,Oak Street Weather Station,30.8
29713,Foster Weather Station,29.67
29714,Oak Street Weather Station,25.1
29715,Foster Weather Station,24.78
29716,63rd Street Weather Station,24.7
29717,63rd Street Weather Station,27.4
29718,Oak Street Weather Station,27.7
29719,Foster Weather Station,27.78
29720,63rd Street Weather Station,22.8
29721,Foster Weather Station,21.5
29722,63rd Street Weather Station,22.6
29723,Foster Weather Station,21.0
29724,Oak Street Weather Station,22.8
29725,63rd Street Weather Station,24.5
29726,Oak Street Weather Station,24.0
29727,Foster Weather Station,22.67
29728,63rd Street Weather Station,18.2
29729,Oak Street Weather Station,18.7
29730,Foster Weather Station,17.39
29731,63rd Street Weather Station,15.3
29732,Oak Street Weather Station,17.4
29733,Foster Weather Station,15.5
29734,63rd Street Weather Station,16.8
29735,Oak Street Weather Station,18.4
29736,63rd Street Weather Station,31.5
29737,Oak Street Weather Station,31.9
29738,Foster Weather Station,31.06
29739,63rd Street Weather Station,31.7
29740,Oak Street Weather Station,31.9
29741,Foster Weather Station,26.0
29742,63rd Street Weather Station,32.7
29743,Oak Street Weather Station,24.8
29744,Foster Weather Station,25.39
29745,Oak Street Weather Station,24.8
29746,Foster Weather Station,24.28
29747,63rd Street Weather Station,23.4
29748,Oak Street Weather Station,23.7
29749,Foster Weather Station,23.06
29750,63rd Street Weather Station,25.9
29751,Oak Street Weather Station,25.9
29752,Foster Weather Station,25.17
29753,63rd Street Weather Station,27.8
29754,Oak Street Weather Station,27.9
29755,Foster Weather Station,27.67
29756,Foster Weather Station,25.17
29757,Foster Weather Station,24.5
29758,63rd Street Weather Station,24.6
29759,Oak Street Weather Station,26.5
29760,63rd Street Weather Station,22.9
29761,Oak Street Weather Station,24.1
29762,Foster Weather Station,22.0
29763,63rd Street Weather Station,20.6
29764,63rd Street Weather Station,32.8
29765,Oak Street Weather Station,27.9
29766,Foster Weather Station,25.39
29767,63rd Street Weather Station,31.8
29768,Oak Street Weather Station,32.2
29769,Foster Weather Station,31.5
29770,63rd Street Weather Station,26.3
29771,Oak Street Weather Station,26.9
29772,Foster Weather Station,26.0
29773,63rd Street Weather Station,30.2
29774,Oak Street Weather Station,30.6
29775,Foster Weather Station,30.17
29776,63rd Street Weather Station,22.2
29777,Oak Street Weather Station,23.2
29778,Foster Weather Station,22.5
29779,63rd Street Weather Station,25.2
29780,Oak Street Weather Station,25.9
29781,Foster Weather Station,23.06
29782,63rd Street Weather Station,21.3
29783,Oak Street Weather Station,24.3
29784,Foster Weather Station,23.78
29785,63rd Street Weather Station,21.8
29786,Oak Street Weather Station,23.5
29787,Foster Weather Station,22.39
29788,63rd Street Weather Station,21.8
29789,Oak Street Weather Station,22.6
29790,Foster Weather Station,21.56
29791,63rd Street Weather Station,20.3
29792,Oak Street Weather Station,22.3
29793,Foster Weather Station,20.67
29794,63rd Street Weather Station,25.4
29795,Oak Street Weather Station,26.5
29796,Foster Weather Station,25.5
29797,63rd Street Weather Station,22.2
29798,Oak Street Weather Station,23.3
29799,Foster Weather Station,22.06
29800,63rd Street Weather Station,23.2
29801,Oak Street Weather Station,24.8
29802,Foster Weather Station,23.67
29803,63rd Street Weather Station,26.9
29804,Oak Street Weather Station,27.2
29805,Foster Weather Station,26.78
29806,63rd Street Weather Station,26.6
29807,Oak Street Weather Station,27.8
29808,Foster Weather Station,26.89
29809,63rd Street Weather Station,19.0
29810,Oak Street Weather Station,18.9
29811,Foster Weather Station,18.17
29812,63rd Street Weather Station,16.0
29813,Oak Street Weather Station,17.6
29814,Foster Weather Station,15.56
29815,63rd Street Weather Station,21.8
29816,Oak Street Weather Station,22.2
29817,Foster Weather Station,21.67
29818,63rd Street Weather Station,22.9
29819,Oak Street Weather Station,22.6
29820,Foster Weather Station,22.06
29821,63rd Street Weather Station,25.1
29822,Oak Street Weather Station,27.1
29823,Foster Weather Station,25.5
29824,63rd Street Weather Station,25.7
29825,Oak Street Weather Station,26.2
29826,Foster Weather Station,24.89
29827,63rd Street Weather Station,23.1
29828,Oak Street Weather Station,23.0
29829,Foster Weather Station,23.06
29830,Foster Weather Station,23.89
29831,Oak Street Weather Station,24.8
29832,63rd Street Weather Station,22.7
29833,Oak Street Weather Station,22.8
29834,Foster Weather Station,21.28
29835,63rd Street Weather Station,25.4
29836,Oak Street Weather Station,26.6
29837,Foster Weather Station,23.56
29838,63rd Street Weather Station,20.5
29839,Oak Street Weather Station,21.0
29840,Foster Weather Station,20.06
29841,63rd Street Weather Station,21.5
29842,Oak Street Weather Station,22.1
29843,Foster Weather Station,21.06
29844,63rd Street Weather Station,21.9
29845,Oak Street Weather Station,22.4
29846,Foster Weather Station,21.28
29847,63rd Street Weather Station,19.0
29848,Oak Street Weather Station,20.3
29849,Foster Weather Station,18.89
29850,63rd Street Weather Station,22.4
29851,Oak Street Weather Station,23.9
29852,Foster Weather Station,21.39
29853,63rd Street Weather Station,23.7
29854,Oak Street Weather Station,24.5
29855,Foster Weather Station,22.78
29856,63rd Street Weather Station,24.7
29857,Oak Street Weather Station,26.2
29858,Foster Weather Station,25.17
29859,63rd Street Weather Station,21.9
29860,Oak Street Weather Station,23.1
29861,Foster Weather Station,22.78
29862,63rd Street Weather Station,21.8
29863,Oak Street Weather Station,21.7
29864,Foster Weather Station,21.28
29865,63rd Street Weather Station,22.7
29866,Oak Street Weather Station,23.2
29867,Foster Weather Station,22.78
29868,63rd Street Weather Station,25.4
29869,Oak Street Weather Station,26.7
29870,Foster Weather Station,26.17
29871,63rd Street Weather Station,21.7
29872,Oak Street Weather Station,24.0
29873,Foster Weather Station,23.39
29874,63rd Street Weather Station,21.7
29875,Oak Street Weather Station,23.5
29876,Foster Weather Station,22.39
29877,63rd Street Weather Station,21.8
29878,Oak Street Weather Station,22.4
29879,Foster Weather Station,21.17
29880,63rd Street Weather Station,22.4
29881,Oak Street Weather Station,23.2
29882,Foster Weather Station,21.78
29883,63rd Street Weather Station,16.4
29884,Oak Street Weather Station,17.8
29885,Foster Weather Station,15.89
29886,63rd Street Weather Station,25.5
29887,Oak Street Weather Station,27.3
29888,Foster Weather Station,25.89
29889,63rd Street Weather Station,22.0
29890,Oak Street Weather Station,22.0
29891,Foster Weather Station,21.06
29892,63rd Street Weather Station,21.2
29893,Oak Street Weather Station,21.6
29894,Foster Weather Station,20.39
29895,63rd Street Weather Station,20.4
29896,Oak Street Weather Station,21.1
29897,Foster Weather Station,20.5
29898,63rd Street Weather Station,20.0
29899,Oak Street Weather Station,21.0
29900,Foster Weather Station,20.06
29901,63rd Street Weather Station,23.2
29902,Oak Street Weather Station,24.5
29903,Foster Weather Station,23.78
29904,63rd Street Weather Station,28.2
29905,Oak Street Weather Station,26.0
29906,Foster Weather Station,24.17
29907,Oak Street Weather Station,21.5
29908,Foster Weather Station,20.56
29909,Oak Street Weather Station,21.3
29910,Foster Weather Station,20.17
29911,Foster Weather Station,20.67
29912,63rd Street Weather Station,22.1
29913,Oak Street Weather Station,22.1
29914,Foster Weather Station,20.89
29915,63rd Street Weather Station,21.5
29916,Oak Street Weather Station,22.6
29917,Foster Weather Station,21.06
29918,63rd Street Weather Station,22.9
29919,Oak Street Weather Station,23.6
29920,Foster Weather Station,23.06
29921,63rd Street Weather Station,21.5
29922,Oak Street Weather Station,23.5
29923,Foster Weather Station,22.0
29924,63rd Street Weather Station,26.8
29925,Oak Street Weather Station,27.6
29926,Foster Weather Station,26.39
29927,63rd Street Weather Station,22.6
29928,Oak Street Weather Station,23.4
29929,Foster Weather Station,21.78
29930,63rd Street Weather Station,19.6
29931,Oak Street Weather Station,21.4
29932,Foster Weather Station,20.06
29933,63rd Street Weather Station,21.2
29934,Oak Street Weather Station,21.1
