,Station Name,Air Temperature
61,Oak Street Weather Station,20.8
62,Oak Street Weather Station,21.7
63,Foster Weather Station,22.78
64,Oak Street Weather Station,24.0
65,Foster Weather Station,23.28
66,Foster Weather Station,23.78
67,Foster Weather Station,21.89
68,Foster Weather Station,22.28
69,Oak Street Weather Station,24.2
70,Oak Street Weather Station,21.5
71,Foster Weather Station,21.5
72,Foster Weather Station,21.0
73,Foster Weather Station,20.67
74,Oak Street Weather Station,21.7
75,Oak Street Weather Station,21.8
76,Foster Weather Station,20.56
77,Oak Street Weather Station,21.8
78,Foster Weather Station,20.78
79,Oak Street Weather Station,21.7
80,Foster Weather Station,21.0
81,Oak Street Weather Station,20.8
82,Foster Weather Station,20.5
83,Oak Street Weather Station,20.3
84,Foster Weather Station,19.67
85,Oak Street Weather Station,21.6
86,Foster Weather Station,20.78
87,Foster Weather Station,21.5
88,Foster Weather Station,21.78
89,Oak Street Weather Station,22.5
90,Oak Street Weather Station,22.8
91,Foster Weather Station,21.89
92,Oak Street Weather Station,21.9
93,Foster Weather Station,21.06
94,Oak Street Weather Station,23.5
95,Foster Weather Station,20.78
96,Oak Street Weather Station,22.7
97,Foster Weather Station,22.0
98,Oak Street Weather Station,19.1
99,Foster Weather Station,19.28
100,Foster Weather Station,18.17
101,Foster Weather Station,17.28
102,Oak Street Weather Station,21.3
103,Foster Weather Station,18.78
104,Foster Weather Station,17.67
105,Foster Weather Station,18.56
106,Oak Street Weather Station,20.9
107,Oak Street Weather Station,22.2
108,Foster Weather Station,19.39
109,Oak Street Weather Station,20.5
110,Foster Weather Station,19.06
111,Oak Street Weather Station,20.2
112,Foster Weather Station,18.89
113,Oak Street Weather Station,19.9
114,Foster Weather Station,19.0
115,Oak Street Weather Station,19.8
116,Foster Weather Station,18.0
117,Oak Street Weather Station,19.0
118,Foster Weather Station,17.0
119,Foster Weather Station,16.5
120,Oak Street Weather Station,18.1
121,Foster Weather Station,16.5
122,Oak Street Weather Station,20.2
123,Foster Weather Station,16.56
124,Oak Street Weather Station,21.3
125,Foster Weather Station,17.56
126,Oak Street Weather Station,22.5
127,Foster Weather Station,20.56
128,Oak Street Weather Station,23.0
129,Foster Weather Station,22.56
130,Oak Street Weather Station,22.8
131,Foster Weather Station,22.5
132,Oak Street Weather Station,21.8
133,Foster Weather Station,20.56
134,Oak Street Weather Station,20.9
135,Foster Weather Station,17.39
136,Oak Street Weather Station,22.0
137,Foster Weather Station,17.39
138,Oak Street Weather Station,23.6
139,Foster Weather Station,19.06
140,Oak Street Weather Station,24.0
141,Foster Weather Station,17.56
142,Oak Street Weather Station,27.0
143,Foster Weather Station,26.28
144,Oak Street Weather Station,24.7
145,Foster Weather Station,21.06
146,Oak Street Weather Station,11
147,Oak Street Weather Station,12
148,Oak Street Weather Station,14
149,Oak Street Weather Station,12
150,Oak Street Weather Station,15
151,Oak Street Weather Station,16
152,Oak Street Weather Station,14
153,Oak Street Weather Station,16
154,Oak Street Weather Station,17
155,Oak Street Weather Station,15
156,Oak Street Weather Station,14.1
157,Oak Street Weather Station,15
158,Oak Street Weather Station,15.7
159,Oak Street Weather Station,13
160,Foster Weather Station,23.4
161,Foster Weather Station,21.99
162,Foster Weather Station,25.9
163,Foster Weather Station,22.78
164,Foster Weather Station,25.56
165,Foster Weather Station,23.56
166,Foster Weather Station,21.67
167,Foster Weather Station,21.0
168,Foster Weather Station,23.05
169,Foster Weather Station,23.77
170,Foster Weather Station,21.67
171,Foster Weather Station,25.9
172,Foster Weather Station,23.16
173,Foster Weather Station,21.0
174,Foster Weather Station,24.57
175,Foster Weather Station,17.17
176,Foster Weather Station,22.28
177,Foster Weather Station,17.17
178,Foster Weather Station,23.67
179,Foster Weather Station,23.05
180,Foster Weather Station,9.17
181,Foster Weather Station,21.0
182,Foster Weather Station,13.89
183,Foster Weather Station,16.06
184,Foster Weather Station,22.06
185,Foster Weather Station,14.05
186,Foster Weather Station,25.0
187,Foster Weather Station,24.01
188,Foster Weather Station,22.39
189,Foster Weather Station,20.39
190,Foster Weather Station,14.77
191,Foster Weather Station,24.01
192,Foster Weather Station,19.38
193,Foster Weather Station,24.17
194,Foster Weather Station,22.78
195,Foster Weather Station,14.4
196,Foster Weather Station,13.5
197,Foster Weather Station,20.39
198,Foster Weather Station,9.78
199,Foster Weather Station,25.39
200,Foster Weather Station,15.57
201,Foster Weather Station,15.89
202,Foster Weather Station,20.39
203,Foster Weather Station,15.06
204,Foster Weather Station,24.78
205,Foster Weather Station,9.89
206,Foster Weather Station,16.39
207,Foster Weather Station,9.5
208,Foster Weather Station,14.77
209,Foster Weather Station,10.38
210,Foster Weather Station,21.56
211,Foster Weather Station,14.5
212,Foster Weather Station,15.49
213,Foster Weather Station,9.56
214,Foster Weather Station,17.17
215,Foster Weather Station,15.49
216,Foster Weather Station,10.0
217,Foster Weather Station,20.07
218,Foster Weather Station,16.66
219,Foster Weather Station,17.01
220,Foster Weather Station,19.56
221,Foster Weather Station,20.39
222,Foster Weather Station,14.56
223,Foster Weather Station,13.68
224,Foster Weather Station,18.07
225,Foster Weather Station,9.28
226,Foster Weather Station,16.39
227,Foster Weather Station,15.49
228,Foster Weather Station,17.89
229,Foster Weather Station,14.4
230,Foster Weather Station,14.4
231,Foster Weather Station,13.89
232,Foster Weather Station,12.99
233,Foster Weather Station,16.77
234,Foster Weather Station,15.89
235,Foster Weather Station,15.06
236,Oak Street Weather Station,23.9
237,Foster Weather Station,23.89
238,Oak Street Weather Station,23.6
239,Foster Weather Station,20.56
240,Oak Street Weather Station,23.8
241,Foster Weather Station,21.28
242,Oak Street Weather Station,23.6
243,Foster Weather Station,21.28
244,Oak Street Weather Station,27.1
245,Foster Weather Station,26.89
246,Oak Street Weather Station,28.1
247,Foster Weather Station,27.28
248,Oak Street Weather Station,27.1
249,Foster Weather Station,27.0
250,Oak Street Weather Station,27.8
251,Foster Weather Station,27.0
252,Oak Street Weather Station,25.7
253,Foster Weather Station,26.0
254,Oak Street Weather Station,25.2
255,Foster Weather Station,24.78
256,Oak Street Weather Station,24.6
257,Foster Weather Station,24.0
258,Oak Street Weather Station,24.1
259,Foster Weather Station,23.28
260,Oak Street Weather Station,23.6
261,Foster Weather Station,22.89
262,Oak Street Weather Station,23.1
263,Foster Weather Station,22.28
264,Oak Street Weather Station,22.7
265,Foster Weather Station,21.78
266,Oak Street Weather Station,22.2
267,Foster Weather Station,21.28
268,Oak Street Weather Station,21.9
269,Foster Weather Station,21.17
270,Oak Street Weather Station,21.8
271,Foster Weather Station,21.06
272,Oak Street Weather Station,21.3
273,Foster Weather Station,20.67
274,Oak Street Weather Station,21.4
275,Foster Weather Station,20.67
276,Oak Street Weather Station,21.3
277,Foster Weather Station,19.17
278,Oak Street Weather Station,19.7
279,Foster Weather Station,11.89
280,Oak Street Weather Station,11.9
281,Foster Weather Station,10.67
282,Oak Street Weather Station,10.9
283,Foster Weather Station,10.0
284,Oak Street Weather Station,10.1
285,Foster Weather Station,9.17
286,Oak Street Weather Station,9.7
287,Foster Weather Station,8.89
288,Oak Street Weather Station,9.4
289,Foster Weather Station,8.67
290,Oak Street Weather Station,9.2
291,Foster Weather Station,8.28
292,Oak Street Weather Station,8.8
293,Foster Weather Station,7.89
294,Oak Street Weather Station,8.4
295,Foster Weather Station,7.39
296,Oak Street Weather Station,8.9
297,Foster Weather Station,7.78
298,Oak Street Weather Station,9.0
299,Foster Weather Station,7.89
300,Oak Street Weather Station,9.2
301,Foster Weather Station,7.78
302,Oak Street Weather Station,8.6
303,Foster Weather Station,7.78
304,Oak Street Weather Station,8.1
305,Foster Weather Station,7.67
306,Oak Street Weather Station,8.1
307,Foster Weather Station,6.89
308,Oak Street Weather Station,8.2
309,Foster Weather Station,7.67
310,Oak Street Weather Station,7.7
311,Foster Weather Station,6.56
312,Foster Weather Station,7.67
313,Oak Street Weather Station,8.2
314,Foster Weather Station,7.39
315,Oak Street Weather Station,8.1
316,Foster Weather Station,7.17
317,Oak Street Weather Station,8.3
318,Foster Weather Station,6.89
319,Oak Street Weather Station,7.3
320,Foster Weather Station,6.28
321,Oak Street Weather Station,7.4
322,Foster Weather Station,6.17
323,Oak Street Weather Station,7.0
324,Foster Weather Station,6.0
325,Oak Street Weather Station,7.1
326,Foster Weather Station,6.06
327,Oak Street Weather Station,7.5
328,Foster Weather Station,6.28
329,Oak Street Weather Station,7.5
330,Foster Weather Station,6.78
331,Oak Street Weather Station,7.8
332,Foster Weather Station,6.89
333,Oak Street Weather Station,8.3
334,Foster Weather Station,7.39
335,Oak Street Weather Station,8.0
336,Foster Weather Station,7.17
337,Oak Street Weather Station,8.6
338,Foster Weather Station,7.67
339,Oak Street Weather Station,8.9
340,Foster Weather Station,8.0
341,Oak Street Weather Station,9.2
342,Foster Weather Station,7.78
343,Oak Street Weather Station,8.9
344,Foster Weather Station,7.67
345,Oak Street Weather Station,9.3
346,Foster Weather Station,8.5
347,Oak Street Weather Station,9.7
348,Foster Weather Station,8.5
349,Oak Street Weather Station,9.0
350,Foster Weather Station,8.06
351,Oak Street Weather Station,9.1
352,Foster Weather Station,8.28
353,Oak Street Weather Station,9.0
354,Foster Weather Station,8.0
355,Oak Street Weather Station,8.8
356,Foster Weather Station,7.78
357,Oak Street Weather Station,8.6
358,Foster Weather Station,7.78
359,Oak Street Weather Station,8.6
360,Foster Weather Station,7.5
361,Oak Street Weather Station,10.0
362,Foster Weather Station,9.28
363,Oak Street Weather Station,9.9
364,Foster Weather Station,8.89
365,Oak Street Weather Station,9.3
366,Foster Weather Station,8.06
367,Oak Street Weather Station,9.2
368,Foster Weather Station,8.06
369,Oak Street Weather Station,9.3
370,Foster Weather Station,8.06
371,Foster Weather Station,7.78
372,Oak Street Weather Station,9.0
373,Oak Street Weather Station,9.0
374,Foster Weather Station,8.0
375,Oak Street Weather Station,9.0
376,Foster Weather Station,7.5
377,Foster Weather Station,9.0
378,Oak Street Weather Station,9.4
379,Foster Weather Station,8.28
380,Oak Street Weather Station,10.0
381,Foster Weather Station,8.5
382,Oak Street Weather Station,10.0
383,Foster Weather Station,8.78
384,Oak Street Weather Station,9.9
385,Foster Weather Station,9.0
386,Oak Street Weather Station,10.1
387,Foster Weather Station,9.5
388,Oak Street Weather Station,10.3
389,Foster Weather Station,9.56
390,Oak Street Weather Station,10.2
391,Foster Weather Station,9.39
392,Oak Street Weather Station,9.8
393,Foster Weather Station,9.0
394,Oak Street Weather Station,9.8
395,Foster Weather Station,8.89
396,Oak Street Weather Station,9.6
397,Foster Weather Station,9.0
398,Oak Street Weather Station,9.6
399,Oak Street Weather Station,9.6
400,Foster Weather Station,8.89
401,Oak Street Weather Station,10.1
402,Foster Weather Station,9.28
403,Oak Street Weather Station,9.7
404,Foster Weather Station,9.17
405,Oak Street Weather Station,10.1
406,Foster Weather Station,9.17
407,Oak Street Weather Station,9.9
408,Foster Weather Station,8.78
409,Oak Street Weather Station,9.5
410,Foster Weather Station,8.39
411,Foster Weather Station,8.56
412,Foster Weather Station,9.0
413,Oak Street Weather Station,9.8
414,Oak Street Weather Station,10.2
415,Foster Weather Station,9.28
416,Oak Street Weather Station,10.9
417,Foster Weather Station,10.06
418,Oak Street Weather Station,11.3
419,Foster Weather Station,10.17
420,Foster Weather Station,10.67
421,Foster Weather Station,10.89
422,Oak Street Weather Station,11.6
423,Oak Street Weather Station,13.1
424,Foster Weather Station,11.78
425,Foster Weather Station,13.0
426,Foster Weather Station,13.17
427,Oak Street Weather Station,14.4
428,Foster Weather Station,13.39
429,Foster Weather Station,13.5
430,Oak Street Weather Station,15.8
431,Oak Street Weather Station,14.3
432,Foster Weather Station,13.0
433,Oak Street Weather Station,13.8
434,Foster Weather Station,12.78
435,Oak Street Weather Station,13.6
436,Foster Weather Station,12.0
437,Oak Street Weather Station,13.4
438,Foster Weather Station,11.89
439,Oak Street Weather Station,13.5
440,Foster Weather Station,11.78
441,Oak Street Weather Station,14.3
442,Foster Weather Station,12.0
443,Oak Street Weather Station,14.5
444,Foster Weather Station,12.06
445,Oak Street Weather Station,14.7
446,Foster Weather Station,12.39
447,Oak Street Weather Station,13.9
448,Foster Weather Station,12.17
449,Oak Street Weather Station,14.7
450,Foster Weather Station,11.78
451,Oak Street Weather Station,15.2
452,Foster Weather Station,11.89
453,Oak Street Weather Station,15.3
454,Foster Weather Station,12.67
455,Foster Weather Station,12.89
456,Foster Weather Station,13.17
457,Oak Street Weather Station,15.5
458,Oak Street Weather Station,15.6
459,Foster Weather Station,13.39
460,Oak Street Weather Station,17.1
461,Foster Weather Station,13.17
462,Oak Street Weather Station,14.0
463,Foster Weather Station,14.5
464,Oak Street Weather Station,16.8
465,Foster Weather Station,13.39
466,Oak Street Weather Station,15.8
467,Foster Weather Station,14.17
468,Oak Street Weather Station,16.8
469,Foster Weather Station,14.17
470,Foster Weather Station,15.06
471,Foster Weather Station,16.5
472,Oak Street Weather Station,17.9
473,Oak Street Weather Station,17.6
474,Foster Weather Station,15.89
475,Foster Weather Station,16.28
476,Foster Weather Station,15.39
477,Oak Street Weather Station,18.8
478,Oak Street Weather Station,17.4
479,Foster Weather Station,14.67
480,Oak Street Weather Station,17.1
481,Foster Weather Station,14.67
482,Foster Weather Station,14.28
483,Foster Weather Station,14.67
484,Oak Street Weather Station,17.6
485,Oak Street Weather Station,18.1
486,Foster Weather Station,14.56
487,Oak Street Weather Station,20.0
488,Foster Weather Station,14.67
489,Oak Street Weather Station,19.5
490,Foster Weather Station,16.5
491,Oak Street Weather Station,19.0
492,Foster Weather Station,18.39
493,Oak Street Weather Station,18.9
494,Foster Weather Station,17.56
495,Oak Street Weather Station,18.4
496,Foster Weather Station,17.06
497,Foster Weather Station,17.0
498,Foster Weather Station,17.17
499,Oak Street Weather Station,18.1
500,Oak Street Weather Station,19.1
501,Foster Weather Station,17.89
502,Foster Weather Station,19.0
503,Foster Weather Station,20.28
504,Oak Street Weather Station,20.2
505,Oak Street Weather Station,23.1
506,Foster Weather Station,22.17
507,Foster Weather Station,22.56
508,Foster Weather Station,22.78
509,Foster Weather Station,23.78
510,Oak Street Weather Station,23.6
511,Oak Street Weather Station,25.4
512,Foster Weather Station,24.89
513,Oak Street Weather Station,25.5
514,Foster Weather Station,25.28
515,Oak Street Weather Station,26.4
516,Foster Weather Station,20.89
517,Foster Weather Station,18.5
518,Foster Weather Station,19.28
519,Oak Street Weather Station,22.7
520,Oak Street Weather Station,24.8
521,Foster Weather Station,20.0
522,Oak Street Weather Station,24.8
523,Foster Weather Station,20.78
524,Oak Street Weather Station,24.7
525,Foster Weather Station,22.39
526,Oak Street Weather Station,25.5
527,Foster Weather Station,22.0
528,Oak Street Weather Station,25.5
529,Foster Weather Station,24.0
530,Oak Street Weather Station,24.7
531,Foster Weather Station,19.5
532,Oak Street Weather Station,20.0
533,Foster Weather Station,16.78
534,Oak Street Weather Station,12.2
535,Foster Weather Station,11.17
536,Oak Street Weather Station,10.4
537,Foster Weather Station,9.78
538,Oak Street Weather Station,18.0
539,Foster Weather Station,16.0
540,Oak Street Weather Station,16.7
541,Foster Weather Station,15.17
542,Oak Street Weather Station,16.2
543,Foster Weather Station,15.28
544,Oak Street Weather Station,13.4
545,Foster Weather Station,12.0
546,Oak Street Weather Station,12.5
547,Foster Weather Station,11.5
548,Foster Weather Station,10.78
549,Oak Street Weather Station,11.6
550,Oak Street Weather Station,13.1
551,Foster Weather Station,11.39
552,Oak Street Weather Station,12.8
553,Foster Weather Station,10.78
554,Oak Street Weather Station,20.0
555,Foster Weather Station,17.78
556,Foster Weather Station,10.78
557,Oak Street Weather Station,11.9
558,Foster Weather Station,11.06
559,Foster Weather Station,11.0
560,Foster Weather Station,11.17
561,Oak Street Weather Station,11.8
562,Oak Street Weather Station,11.3
563,Foster Weather Station,10.56
564,Oak Street Weather Station,11.6
565,Foster Weather Station,10.67
566,Oak Street Weather Station,10.7
567,Foster Weather Station,9.89
568,Oak Street Weather Station,11.8
569,Foster Weather Station,11.0
570,Oak Street Weather Station,12.1
571,Foster Weather Station,11.17
572,Foster Weather Station,10.89
573,Foster Weather Station,11.0
574,Oak Street Weather Station,11.9
575,Oak Street Weather Station,11.4
576,Foster Weather Station,10.17
577,Oak Street Weather Station,10.6
578,Foster Weather Station,9.56
579,Oak Street Weather Station,10.9
580,Foster Weather Station,9.67
581,Oak Street Weather Station,10.7
582,Foster Weather Station,9.78
583,Oak Street Weather Station,11.1
584,Foster Weather Station,10.17
585,Foster Weather Station,13.39
586,Oak Street Weather Station,11.0
587,Foster Weather Station,9.78
588,Oak Street Weather Station,11.8
589,Foster Weather Station,10.78
590,Oak Street Weather Station,12.5
591,Foster Weather Station,11.0
592,Oak Street Weather Station,24.8
593,Foster Weather Station,23.06
594,Oak Street Weather Station,22.5
595,Foster Weather Station,19.28
596,Oak Street Weather Station,12.4
597,Foster Weather Station,11.0
598,Oak Street Weather Station,19.4
599,Foster Weather Station,17.5
600,Oak Street Weather Station,21.3
601,Foster Weather Station,20.28
602,Oak Street Weather Station,12.8
603,Foster Weather Station,11.17
604,Oak Street Weather Station,12.9
605,Foster Weather Station,11.78
606,Oak Street Weather Station,12.2
607,Foster Weather Station,10.56
608,Oak Street Weather Station,22.3
609,Foster Weather Station,21.56
610,Oak Street Weather Station,23.3
611,Foster Weather Station,23.06
612,Oak Street Weather Station,28.8
613,Foster Weather Station,28.28
614,Oak Street Weather Station,12.9
615,Foster Weather Station,11.5
616,Oak Street Weather Station,12.8
617,Foster Weather Station,11.17
618,Oak Street Weather Station,12.8
619,Foster Weather Station,11.5
620,Oak Street Weather Station,12.6
621,Foster Weather Station,11.5
622,Oak Street Weather Station,12.3
623,Foster Weather Station,11.39
624,Oak Street Weather Station,12.2
625,Foster Weather Station,11.56
626,Oak Street Weather Station,12.1
627,Foster Weather Station,11.06
628,Oak Street Weather Station,11.6
629,Foster Weather Station,10.56
630,Oak Street Weather Station,12.4
631,Foster Weather Station,10.78
632,Oak Street Weather Station,14.1
633,Foster Weather Station,11.39
634,Oak Street Weather Station,16.7
635,Foster Weather Station,12.78
636,Oak Street Weather Station,18.3
637,Foster Weather Station,14.39
638,Oak Street Weather Station,20.3
639,Foster Weather Station,18.78
640,Oak Street Weather Station,19.0
641,Foster Weather Station,18.28
642,Oak Street Weather Station,20.1
643,Foster Weather Station,19.06
644,Oak Street Weather Station,21.2
645,Foster Weather Station,20.56
646,Oak Street Weather Station,21.7
647,Foster Weather Station,21.28
648,Oak Street Weather Station,24.1
649,Foster Weather Station,23.56
650,Oak Street Weather Station,27.6
651,Foster Weather Station,27.06
652,Oak Street Weather Station,22.2
653,Foster Weather Station,21.5
654,Oak Street Weather Station,26.6
655,Foster Weather Station,25.39
656,Oak Street Weather Station,26.7
657,Foster Weather Station,27.0
658,Oak Street Weather Station,23.2
659,Foster Weather Station,22.56
660,Oak Street Weather Station,23.4
661,Foster Weather Station,22.0
662,Oak Street Weather Station,22.8
663,Foster Weather Station,22.17
664,Oak Street Weather Station,22.3
665,Foster Weather Station,21.56
666,Oak Street Weather Station,21.7
667,Foster Weather Station,21.17
668,Oak Street Weather Station,21.6
669,Foster Weather Station,20.78
670,Oak Street Weather Station,21.1
671,Foster Weather Station,20.28
672,Oak Street Weather Station,20.9
673,Foster Weather Station,20.06
674,Oak Street Weather Station,21.0
675,Foster Weather Station,20.06
676,Oak Street Weather Station,21.3
677,Foster Weather Station,20.39
678,Oak Street Weather Station,22.1
679,Foster Weather Station,21.06
680,Oak Street Weather Station,23.4
681,Foster Weather Station,22.78
682,Oak Street Weather Station,25.1
683,Foster Weather Station,23.89
684,Oak Street Weather Station,26.8
685,Foster Weather Station,25.56
686,Oak Street Weather Station,27.8
687,Foster Weather Station,26.89
688,Foster Weather Station,19.0
689,Oak Street Weather Station,28.8
690,Foster Weather Station,27.17
691,Oak Street Weather Station,21.0
692,Foster Weather Station,20.06
693,Oak Street Weather Station,29.4
694,Foster Weather Station,28.56
695,Foster Weather Station,19.5
696,Foster Weather Station,21.0
697,Oak Street Weather Station,20.6
698,Foster Weather Station,20.06
699,Foster Weather Station,16.0
700,Oak Street Weather Station,21.5
701,Oak Street Weather Station,17.6
702,Foster Weather Station,16.5
703,Oak Street Weather Station,18.4
704,Foster Weather Station,16.89
705,Oak Street Weather Station,19.2
706,Foster Weather Station,17.5
707,Oak Street Weather Station,19.7
708,Foster Weather Station,18.0
709,Oak Street Weather Station,19.8
710,Foster Weather Station,17.89
711,Oak Street Weather Station,20.0
712,Foster Weather Station,18.06
713,Oak Street Weather Station,19.3
714,Foster Weather Station,17.56
715,Oak Street Weather Station,19.0
716,Foster Weather Station,17.17
717,Oak Street Weather Station,18.4
718,Foster Weather Station,16.78
719,Oak Street Weather Station,18.7
720,Oak Street Weather Station,19.0
721,Foster Weather Station,28.67
722,Foster Weather Station,17.06
723,Oak Street Weather Station,19.8
724,Foster Weather Station,18.17
725,Oak Street Weather Station,20.9
726,Foster Weather Station,20.06
727,Oak Street Weather Station,22.5
728,Foster Weather Station,22.0
729,Oak Street Weather Station,24.6
730,Foster Weather Station,24.06
731,Oak Street Weather Station,26.6
732,Foster Weather Station,25.78
733,Foster Weather Station,26.78
734,Foster Weather Station,23.39
735,Oak Street Weather Station,27.5
736,Oak Street Weather Station,25.4
737,Foster Weather Station,24.28
738,Oak Street Weather Station,27.5
739,Foster Weather Station,22.06
740,Foster Weather Station,29.56
741,Foster Weather Station,29.67
742,Oak Street Weather Station,29.3
743,Oak Street Weather Station,28.3
744,Foster Weather Station,28.06
745,Oak Street Weather Station,27.8
746,Oak Street Weather Station,25.0
747,Foster Weather Station,25.0
748,Foster Weather Station,27.39
749,Oak Street Weather Station,27.3
750,Foster Weather Station,26.56
751,Oak Street Weather Station,26.9
752,Foster Weather Station,26.06
753,Oak Street Weather Station,26.1
754,Foster Weather Station,25.39
755,Foster Weather Station,29.67
756,Oak Street Weather Station,30.6
757,Oak Street Weather Station,25.9
758,Foster Weather Station,24.89
759,Oak Street Weather Station,25.7
760,Foster Weather Station,24.89
761,Oak Street Weather Station,25.5
762,Foster Weather Station,25.06
763,Oak Street Weather Station,25.2
764,Foster Weather Station,25.0
765,Oak Street Weather Station,25.5
766,Foster Weather Station,24.78
767,Oak Street Weather Station,27.0
768,Foster Weather Station,26.06
769,Oak Street Weather Station,28.3
770,Foster Weather Station,27.56
771,Oak Street Weather Station,29.4
772,Foster Weather Station,28.28
773,Foster Weather Station,30.39
774,Oak Street Weather Station,32.7
775,Foster Weather Station,31.39
776,Oak Street Weather Station,32.9
777,Foster Weather Station,32.39
778,Foster Weather Station,19.0
779,Foster Weather Station,19.5
780,Oak Street Weather Station,22.4
781,Oak Street Weather Station,20.8
782,Foster Weather Station,19.17
783,Foster Weather Station,18.06
784,Foster Weather Station,17.5
785,Oak Street Weather Station,19.2
786,Oak Street Weather Station,19.4
787,Foster Weather Station,17.5
788,Oak Street Weather Station,22.1
789,Foster Weather Station,19.06
790,Oak Street Weather Station,19.0
791,Foster Weather Station,16.89
792,Oak Street Weather Station,17.8
793,Foster Weather Station,16.39
794,Oak Street Weather Station,19.4
795,Foster Weather Station,16.56
796,Oak Street Weather Station,17.2
797,Foster Weather Station,16.28
798,Oak Street Weather Station,22.0
799,Foster Weather Station,16.17
800,Oak Street Weather Station,23.4
801,Foster Weather Station,20.17
802,Oak Street Weather Station,17.4
803,Foster Weather Station,15.56
804,Oak Street Weather Station,15.8
805,Foster Weather Station,14.17
806,Oak Street Weather Station,15.9
807,Foster Weather Station,14.67
808,Foster Weather Station,13.89
809,Oak Street Weather Station,15.5
810,Oak Street Weather Station,15.3
811,Foster Weather Station,14.78
812,Oak Street Weather Station,15.3
813,Foster Weather Station,14.06
814,Oak Street Weather Station,14.9
815,Foster Weather Station,14.28
816,Oak Street Weather Station,15.1
817,Foster Weather Station,13.78
818,Oak Street Weather Station,16.1
819,Foster Weather Station,15.28
820,Oak Street Weather Station,15.9
821,Foster Weather Station,14.0
822,Oak Street Weather Station,14.2
823,Foster Weather Station,13.5
824,Oak Street Weather Station,15.3
825,Foster Weather Station,14.0
826,Foster Weather Station,14.89
827,Foster Weather Station,16.17
828,Oak Street Weather Station,16.4
829,Oak Street Weather Station,17.2
830,Foster Weather Station,16.06
831,Oak Street Weather Station,16.2
832,Foster Weather Station,15.89
833,Oak Street Weather Station,15.4
834,Foster Weather Station,13.5
835,Oak Street Weather Station,17.1
836,Foster Weather Station,14.39
837,Oak Street Weather Station,14.1
838,Foster Weather Station,13.78
839,Foster Weather Station,20.28
840,Oak Street Weather Station,14.9
841,Foster Weather Station,14.56
842,Oak Street Weather Station,14.7
843,Foster Weather Station,13.56
844,Oak Street Weather Station,15.1
845,Foster Weather Station,14.39
846,Oak Street Weather Station,16.8
847,Foster Weather Station,14.56
848,Oak Street Weather Station,20.3
849,Foster Weather Station,17.89
850,Oak Street Weather Station,15.4
851,Foster Weather Station,14.28
852,Oak Street Weather Station,17.7
853,Foster Weather Station,16.17
854,Foster Weather Station,19.0
855,Foster Weather Station,15.17
856,Oak Street Weather Station,19.9
857,Oak Street Weather Station,16.3
858,Foster Weather Station,15.28
859,Oak Street Weather Station,13.3
860,Foster Weather Station,12.28
861,Oak Street Weather Station,13.8
862,Foster Weather Station,12.39
863,Foster Weather Station,11.78
864,Foster Weather Station,11.56
865,Oak Street Weather Station,13.2
866,Oak Street Weather Station,12.4
867,Oak Street Weather Station,12.2
868,Foster Weather Station,11.39
869,Oak Street Weather Station,12.2
870,Foster Weather Station,11.06
871,Foster Weather Station,11.17
872,Foster Weather Station,11.56
873,Oak Street Weather Station,11.8
874,Oak Street Weather Station,12.3
875,Foster Weather Station,11.17
876,Oak Street Weather Station,12.0
877,Foster Weather Station,11.28
878,Oak Street Weather Station,12.2
879,Foster Weather Station,11.67
880,Oak Street Weather Station,12.4
881,Foster Weather Station,11.67
882,Oak Street Weather Station,12.6
883,Foster Weather Station,12.0
884,Oak Street Weather Station,12.8
885,Oak Street Weather Station,26.7
886,Foster Weather Station,18.28
887,Foster Weather Station,23.78
888,Foster Weather Station,12.06
889,Oak Street Weather Station,13.0
890,Foster Weather Station,12.17
891,Oak Street Weather Station,19.0
892,Foster Weather Station,17.06
893,Oak Street Weather Station,12.6
894,Foster Weather Station,11.56
895,Oak Street Weather Station,12.4
896,Foster Weather Station,11.39
897,Oak Street Weather Station,12.9
898,Foster Weather Station,12.28
899,Oak Street Weather Station,13.4
900,Foster Weather Station,12.67
901,Oak Street Weather Station,14.0
902,Foster Weather Station,13.17
903,Oak Street Weather Station,15.0
904,Foster Weather Station,13.89
905,Oak Street Weather Station,17.6
906,Foster Weather Station,14.17
907,Oak Street Weather Station,17.4
908,Foster Weather Station,15.28
909,Oak Street Weather Station,19.4
910,Foster Weather Station,15.56
911,Oak Street Weather Station,25.0
912,Foster Weather Station,17.67
913,Oak Street Weather Station,19.5
914,Foster Weather Station,16.28
915,Foster Weather Station,13.78
916,Oak Street Weather Station,21.3
917,Foster Weather Station,21.28
918,Oak Street Weather Station,19.7
919,Oak Street Weather Station,21.2
920,Oak Street Weather Station,20.2
921,Foster Weather Station,25.78
922,Foster Weather Station,14.89
923,Foster Weather Station,14.0
924,Oak Street Weather Station,16.7
925,Oak Street Weather Station,15.0
926,Foster Weather Station,14.28
927,Oak Street Weather Station,20.2
928,Foster Weather Station,19.06
929,Oak Street Weather Station,22.9
930,Foster Weather Station,22.28
931,Oak Street Weather Station,20.5
932,Foster Weather Station,21.28
933,Oak Street Weather Station,21.4
934,Oak Street Weather Station,21.1
935,Oak Street Weather Station,22.3
936,Foster Weather Station,20.89
937,Oak Street Weather Station,25.0
938,Foster Weather Station,25.06
939,Oak Street Weather Station,28.5
940,Foster Weather Station,28.0
941,Oak Street Weather Station,23.2
